a,b,c,x_dist,x_mu,x_sigma,z_discrete,z_discrete_dist,z_n,e_dist,e_df,e_sigma,n,type,statistics,pvalue,effect_size,detect,x_n
-1,14.107296794652939,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,300,heter,27.037705934285235,1.3453545588226227e-6,244.3455480579246,TRUE,19
0,12.07741303741932,NA,neglognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,100,heter,7.54486761922889,0.022996027172242518,120.77413037419319,TRUE,12
0,21.735675528645515,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,300,heter,80.23356434505227,3.780096359987204e-18,376.4729435244555,TRUE,16
-1,7.2428944781422615,NA,uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,42.91735898217531,4.793071505744138e-10,125.45061230002467,TRUE,20
-1,21.655930906534195,NA,neglognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,10.566826717691914,0.0050750781312836925,375.09172615318363,TRUE,11
1,29.42690832167864,NA,uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,100,heter,26.81085906228999,1.5069398827117385e-6,294.2690832167864,TRUE,10
1,6.588879659771919,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,100,heter,12.078030880069917,0.002383904855848501,65.88879659771919,TRUE,13
0,0.38398900628089905,NA,neglognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,100,heter,1.3453754480804425,0.5103350929413786,3.8398900628089905,FALSE,14
1,14.518597058951855,NA,discrete_uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,52.541687772598436,3.896883883883886e-12,251.4694776072469,TRUE,13
-1,7.553122095763683,NA,lognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,29.75977421098111,3.449428432116097e-7,53.408638530444485,TRUE,20
0,11.170341201126575,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,100,heter,10.995836977195177,0.004095286959314561,111.70341201126575,TRUE,12
0,25.117837101221085,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,100,heter,54.11453585586137,1.774916159980214e-12,251.17837101221085,TRUE,17
1,12.813084468245506,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,50,heter,5.841859475077704,0.05388356642990197,90.60218915412426,TRUE,11
1,29.799852304160595,NA,neglognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,100,heter,56.40074303680897,5.658929219695001e-13,297.99852304160595,TRUE,19
1,7.962115213274956,NA,lognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,100,heter,1.5284375907760133,0.4656975940164357,79.62115213274956,FALSE,17
0,23.92642541974783,NA,lognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,4.186642199959148,0.12327703983503374,169.1853766385788,FALSE,20
0,13.154115818440914,NA,neglognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,29.881149913770646,3.246315607629244e-7,227.83596926185132,TRUE,10
-1,16.25632582604885,NA,neglognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,11.700172000719169,0.0028796514963747304,281.5678227511071,TRUE,20
1,30.51125831156969,NA,uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,100,heter,12.7050339222832,0.0017423561698589516,305.1125831156969,TRUE,10
-1,30.722684867680073,NA,lognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,100,heter,20.714900534533097,3.175532064591456e-5,307.2268486768007,TRUE,11
-1,21.138366132974625,NA,discrete_uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,100,heter,19.978162021841243,4.589836736498794e-5,211.38366132974625,TRUE,13
1,9.884359866380692,NA,uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,100,heter,29.076175401137615,4.854994410180636e-7,98.84359866380692,TRUE,14
-1,5.750712007284164,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,100,heter,8.300494430322974,0.01576051976377155,57.507120072841644,FALSE,17
1,28.92772649973631,NA,uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,64.60708414638052,9.34867219251632e-15,501.0429204499989,TRUE,16
-1,17.25202739983797,NA,discrete_uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,8.85624492046331,0.011936880614333817,121.99025563641551,TRUE,19
-1,15.986028611660004,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,300,heter,37.952387129862885,5.737779403707855e-9,276.8861376664489,TRUE,19
-1,31.850575633347034,NA,uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,46.03833250763603,1.006707068437191e-10,551.6681524727234,TRUE,15
1,12.947147384285927,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,300,heter,21.192987858537418,2.5003520343517217e-5,224.2511708266572,TRUE,12
-1,18.728681981563568,NA,neglognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,100,heter,6.711843282344023,0.03487721106377969,187.28681981563568,FALSE,11
0,10.78426718711853,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,300,heter,87.91206569432032,8.130878812373406e-20,186.78898690487196,TRUE,18
1,30.692439384758472,NA,discrete_uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,15.376133974626459,4.5826314460000475e-4,217.02832020119783,TRUE,19
1,20.893185406923294,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,300,heter,42.83107450235083,5.004380749631231e-10,361.8805865674778,TRUE,14
0,3.850732795894146,NA,uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,30.536878886289625,2.3388426378683228e-7,66.69664848860417,TRUE,11
-1,27.668875865638256,NA,lognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,32.3767664669349,9.32125718304234e-8,479.23898787601763,TRUE,20
0,2.5396938249468803,NA,lognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,17.45763724710245,1.6185355330050724e-4,43.988787404769354,TRUE,20
1,19.453229382634163,NA,neglognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,66.14020041887822,4.343481369698806e-15,336.9398166201412,TRUE,13
0,17.44187603890896,NA,uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,100,heter,24.044160773458735,6.010032590441984e-6,174.41876038908958,TRUE,13
0,7.148646235466003,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,300,heter,62.29755435442441,2.9665929062658334e-14,123.81818485163107,TRUE,13
1,10.696845419704914,NA,discrete_uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,40.28427375196081,1.7880559370508226e-9,185.27479747639345,TRUE,16
0,21.093452773988247,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,100,heter,39.183636784400086,3.100140536276789e-9,210.93452773988247,TRUE,19
0,6.195046678185463,NA,discrete_uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,100,heter,11.152875330109296,0.0037860286265856196,61.95046678185463,TRUE,14
-1,13.035357803106308,NA,lognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,7.503612052503498,0.023475310520810266,92.17389897769448,TRUE,12
0,5.526469126343727,NA,uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,100,heter,18.600536045886415,9.13997309700679e-5,55.26469126343727,TRUE,13
1,5.60467404872179,NA,lognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,100,heter,4.862569410198278,0.08792380383449218,56.0467404872179,TRUE,17
-1,8.62127073854208,NA,uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,13.762532250449201,0.0010268431098119416,60.9615900166826,TRUE,16
1,31.40522526949644,NA,lognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,2.4320394291041456,0.29640760898447516,222.06847752752054,FALSE,13
1,21.47663674503565,NA,discrete_uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,5.875603460196116,0.05298206970625376,151.8627547949489,TRUE,19
1,20.379825472831726,NA,lognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,100,heter,7.409239260090684,0.024609576331024414,203.79825472831726,TRUE,13
0,15.630046270787716,NA,uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,38.32934293768958,4.752136793237004e-9,270.7203426565678,TRUE,12
0,10.77488050609827,NA,neglognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,4.580316597564634,0.10125043276500847,76.18991072336827,FALSE,18
-1,17.01938658952713,NA,neglognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,0.7155446388857297,0.6992322584745241,120.34523669090022,FALSE,12
1,11.006910391151905,NA,discrete_uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,52.079691269885096,4.9095165811709914e-12,190.64528031832927,TRUE,19
-1,29.48193847388029,NA,neglognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,2.556316310987541,0.27854987382287916,208.4687861740533,FALSE,15
0,18.4352146089077,NA,neglognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,36.415974030677,1.2370057337600368e-8,319.30728351064147,TRUE,17
-1,15.395026080310345,NA,neglognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,9.146053597356953,0.010326655658270805,266.64967354945463,TRUE,13
0,12.167122080922127,NA,discrete_uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,15.451940336520021,4.4121857593679533e-4,86.03454530944613,FALSE,11
0,12.868789501488209,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,50,heter,19.2612793631291,6.56850188830118e-5,90.99608322164563,TRUE,17
0,3.579147160053253,NA,neglognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,17.619362912731685,1.4928080081461813e-4,61.99264728978091,TRUE,18
-1,24.989915803074837,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,50,heter,6.113652948845795,0.04703673087917724,176.70538925635086,FALSE,18
0,28.362226903438568,NA,lognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,24.563646825189988,4.63523614235427e-6,491.24818012552515,TRUE,11
1,30.771894708275795,NA,lognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,1.8558589562079915,0.39537148878998046,217.59015418180252,FALSE,10
-1,29.696742042899132,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,50,heter,16.702981051863308,2.3604442575458665e-4,209.98767677681624,TRUE,12
1,1.1200510039925575,NA,neglognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,5.115823327668493,0.07746634741466049,7.919956601979383,FALSE,19
0,21.61510280519724,NA,lognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,24.146409922374442,5.710494353851723e-6,374.3845626942619,TRUE,13
0,9.578613236546516,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,50,heter,11.146179148714065,0.003798725837657331,67.73102373925266,TRUE,11
0,1.6562430188059807,NA,discrete_uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,19.449450537134865,5.978682323267299e-5,11.711406698905876,TRUE,12
0,13.281831696629524,NA,discrete_uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,3.6552420337745843,0.16079564323929932,93.91673259265164,TRUE,19
0,8.58740995824337,NA,neglognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,2.597681372306106,0.2728479261287402,60.72215814302774,FALSE,13
-1,4.57461641728878,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,100,heter,5.1812794785589,0.07497206216725415,45.7461641728878,TRUE,14
-1,5.275696150958538,NA,uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,8.9342670421772,0.011480176414539774,37.3048052382255,TRUE,19
1,20.756154887378216,NA,neglognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,107.11427562417128,5.5008598686404795e-24,359.5071483470814,FALSE,17
0,29.762536443769932,NA,lognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,22.46935926453003,1.3208108558073676e-5,515.5022528272985,TRUE,11
0,21.80755305290222,NA,lognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,100,heter,4.627342627877275,0.09889750047401312,218.07553052902222,TRUE,18
0,12.132380738854408,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,50,heter,27.593279169164077,1.0190501555396352e-6,85.78888692381008,TRUE,18
-1,14.856989331543446,NA,neglognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,3.553552995199573,0.1691826298400464,105.05477904350562,FALSE,11
0,2.6022638604044914,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,100,heter,17.286215953472187,1.7633799530232546e-4,26.022638604044914,TRUE,18
1,8.371096551418304,NA,uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,11.74886907728817,0.0028103829082350078,59.192591374752055,TRUE,15
1,13.502938352525234,NA,lognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,100,heter,3.5569440840914095,0.16889601622340292,135.02938352525234,FALSE,12
1,29.012529842555523,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,300,heter,34.53962055745024,3.160943203642548e-8,502.5117574341445,TRUE,11
1,28.539419271051884,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,300,heter,55.58683162981697,8.501056024995531e-13,494.31724195972197,TRUE,17
0,26.07818218320608,NA,discrete_uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,100,heter,14.429270076689514,7.357390613225572e-4,260.7818218320608,TRUE,13
0,11.282538414001465,NA,normal,0,0.3,FALSE,NA,NA,NA,NA,NA,100,heter,13.282103175021188,0.0013056535127365899,112.82538414001465,TRUE,15
-1,13.435930013656616,NA,uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,11.993465686618212,0.0024868638923328983,95.00637224204456,TRUE,10
1,10.282206200063229,NA,neglognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,42.762640934708095,5.1785777999842985e-10,72.70617729623072,TRUE,13
-1,23.51532232761383,NA,discrete_uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,2.619543746735173,0.26988161654699677,166.2784387964317,TRUE,20
0,13.194947853684425,NA,uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,52.73951254271306,3.52988341882779e-12,228.54320085803334,TRUE,14
1,30.106418572366238,NA,lognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,6.712216382613658,0.034870705322196036,521.4584660127359,TRUE,15
0,23.89768212288618,NA,discrete_uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,47.91858970094754,3.9319723588284455e-11,413.91999619969334,TRUE,18
1,31.693378925323486,NA,discrete_uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,50,heter,13.976983444286933,9.224367739301857e-4,224.10603156811052,TRUE,16
1,11.370594039559364,NA,uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,100,heter,22.776438362361333,1.1328156778704552e-5,113.70594039559364,FALSE,16
-1,31.059629321098328,NA,neglognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,100,heter,4.168887461605085,0.12437628762383189,310.5962932109833,TRUE,13
-1,7.275695212185383,NA,uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,100,heter,15.317644487607707,4.718628230250157e-4,72.75695212185383,TRUE,10
0,25.917844749987125,NA,neglognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,23.128069612198313,9.501747716701075e-6,448.9102392965999,TRUE,10
-1,31.52946449816227,NA,lognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,45.38358529057106,1.3966245429818625e-10,546.1063444625621,FALSE,16
0,20.801933385431767,NA,uniform,0,0.6,FALSE,NA,NA,NA,NA,NA,300,heter,44.67667196801164,1.9887671933446465e-10,360.3000551923108,TRUE,19
0,1.6227065399289131,NA,neglognormal,0,0.6,FALSE,NA,NA,NA,NA,NA,100,heter,4.098650849550119,0.12882177426145752,16.22706539928913,FALSE,12
